,ID,ROW_ID,PURCHASING_ORGANIZATION,SIM_ROUND,SIM_STEP,SIM_DATE,SIM_CALENDAR_DATE,SIM_PERIOD,SIM_ELAPSED_STEPS,MATERIAL_NUMBER,MATERIAL_DESCRIPTION,MATERIAL_TYPE,VENDOR_CODE,VENDOR_NAME,NET_PRICE,CURRENCY
354,.1~355,355,D3,02,16,02/16,2024-02-05T00:00:00,8,36,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.79,EUR
355,.1~356,356,D3,02,16,02/16,2024-02-05T00:00:00,8,36,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.29,EUR
356,.1~357,357,D3,02,16,02/16,2024-02-05T00:00:00,8,36,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,4.68,EUR
357,.1~358,358,D3,02,16,02/16,2024-02-05T00:00:00,8,36,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.51,EUR
358,.1~359,359,D3,02,16,02/16,2024-02-05T00:00:00,8,36,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.82,EUR
359,.1~360,360,D3,02,16,02/16,2024-02-05T00:00:00,8,36,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.67,EUR
360,.1~361,361,D3,02,17,02/17,2024-02-06T00:00:00,8,37,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
361,.1~362,362,D3,02,17,02/17,2024-02-06T00:00:00,8,37,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
362,.1~363,363,D3,02,17,02/17,2024-02-06T00:00:00,8,37,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
363,.1~364,364,D3,02,17,02/17,2024-02-06T00:00:00,8,37,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
364,.1~365,365,D3,02,17,02/17,2024-02-06T00:00:00,8,37,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.79,EUR
365,.1~366,366,D3,02,17,02/17,2024-02-06T00:00:00,8,37,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.29,EUR
366,.1~367,367,D3,02,17,02/17,2024-02-06T00:00:00,8,37,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,4.68,EUR
367,.1~368,368,D3,02,17,02/17,2024-02-06T00:00:00,8,37,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.51,EUR
368,.1~369,369,D3,02,17,02/17,2024-02-06T00:00:00,8,37,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.82,EUR
369,.1~370,370,D3,02,17,02/17,2024-02-06T00:00:00,8,37,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.67,EUR
370,.1~371,371,D3,02,18,02/18,2024-02-07T00:00:00,8,38,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
371,.1~372,372,D3,02,18,02/18,2024-02-07T00:00:00,8,38,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
372,.1~373,373,D3,02,18,02/18,2024-02-07T00:00:00,8,38,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
373,.1~374,374,D3,02,18,02/18,2024-02-07T00:00:00,8,38,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
374,.1~375,375,D3,02,18,02/18,2024-02-07T00:00:00,8,38,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.79,EUR
375,.1~376,376,D3,02,18,02/18,2024-02-07T00:00:00,8,38,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.29,EUR
376,.1~377,377,D3,02,18,02/18,2024-02-07T00:00:00,8,38,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,4.68,EUR
377,.1~378,378,D3,02,18,02/18,2024-02-07T00:00:00,8,38,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.51,EUR
378,.1~379,379,D3,02,18,02/18,2024-02-07T00:00:00,8,38,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.82,EUR
379,.1~380,380,D3,02,18,02/18,2024-02-07T00:00:00,8,38,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.67,EUR
380,.1~381,381,D3,02,19,02/19,2024-02-08T00:00:00,8,39,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
381,.1~382,382,D3,02,19,02/19,2024-02-08T00:00:00,8,39,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
382,.1~383,383,D3,02,19,02/19,2024-02-08T00:00:00,8,39,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
383,.1~384,384,D3,02,19,02/19,2024-02-08T00:00:00,8,39,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
384,.1~385,385,D3,02,19,02/19,2024-02-08T00:00:00,8,39,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.79,EUR
385,.1~386,386,D3,02,19,02/19,2024-02-08T00:00:00,8,39,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.29,EUR
386,.1~387,387,D3,02,19,02/19,2024-02-08T00:00:00,8,39,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,4.68,EUR
387,.1~388,388,D3,02,19,02/19,2024-02-08T00:00:00,8,39,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.51,EUR
388,.1~389,389,D3,02,19,02/19,2024-02-08T00:00:00,8,39,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.82,EUR
389,.1~390,390,D3,02,19,02/19,2024-02-08T00:00:00,8,39,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.67,EUR
390,.1~391,391,D3,02,20,02/20,2024-02-09T00:00:00,8,40,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
391,.1~392,392,D3,02,20,02/20,2024-02-09T00:00:00,8,40,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
392,.1~393,393,D3,02,20,02/20,2024-02-09T00:00:00,8,40,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
393,.1~394,394,D3,02,20,02/20,2024-02-09T00:00:00,8,40,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
394,.1~395,395,D3,02,20,02/20,2024-02-09T00:00:00,8,40,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.79,EUR
395,.1~396,396,D3,02,20,02/20,2024-02-09T00:00:00,8,40,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.29,EUR
396,.1~397,397,D3,02,20,02/20,2024-02-09T00:00:00,8,40,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,4.68,EUR
397,.1~398,398,D3,02,20,02/20,2024-02-09T00:00:00,8,40,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.51,EUR
398,.1~399,399,D3,02,20,02/20,2024-02-09T00:00:00,8,40,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.82,EUR
399,.1~400,400,D3,02,20,02/20,2024-02-09T00:00:00,8,40,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.67,EUR
400,.1~401,401,D3,03,01,03/01,2024-02-10T00:00:00,9,41,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
401,.1~402,402,D3,03,01,03/01,2024-02-10T00:00:00,9,41,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
402,.1~403,403,D3,03,01,03/01,2024-02-10T00:00:00,9,41,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
403,.1~404,404,D3,03,01,03/01,2024-02-10T00:00:00,9,41,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
404,.1~405,405,D3,03,01,03/01,2024-02-10T00:00:00,9,41,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.71,EUR
405,.1~406,406,D3,03,01,03/01,2024-02-10T00:00:00,9,41,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.18,EUR
406,.1~407,407,D3,03,01,03/01,2024-02-10T00:00:00,9,41,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,4.75,EUR
407,.1~408,408,D3,03,01,03/01,2024-02-10T00:00:00,9,41,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.48,EUR
408,.1~409,409,D3,03,01,03/01,2024-02-10T00:00:00,9,41,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.79,EUR
409,.1~410,410,D3,03,01,03/01,2024-02-10T00:00:00,9,41,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.66,EUR
410,.1~411,411,D3,03,02,03/02,2024-02-11T00:00:00,9,42,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
411,.1~412,412,D3,03,02,03/02,2024-02-11T00:00:00,9,42,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
412,.1~413,413,D3,03,02,03/02,2024-02-11T00:00:00,9,42,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
413,.1~414,414,D3,03,02,03/02,2024-02-11T00:00:00,9,42,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
414,.1~415,415,D3,03,02,03/02,2024-02-11T00:00:00,9,42,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.71,EUR
415,.1~416,416,D3,03,02,03/02,2024-02-11T00:00:00,9,42,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.18,EUR
416,.1~417,417,D3,03,02,03/02,2024-02-11T00:00:00,9,42,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,4.75,EUR
417,.1~418,418,D3,03,02,03/02,2024-02-11T00:00:00,9,42,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.48,EUR
418,.1~419,419,D3,03,02,03/02,2024-02-11T00:00:00,9,42,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.79,EUR
419,.1~420,420,D3,03,02,03/02,2024-02-11T00:00:00,9,42,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.66,EUR
420,.1~421,421,D3,03,03,03/03,2024-02-12T00:00:00,9,43,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
421,.1~422,422,D3,03,03,03/03,2024-02-12T00:00:00,9,43,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
422,.1~423,423,D3,03,03,03/03,2024-02-12T00:00:00,9,43,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
423,.1~424,424,D3,03,03,03/03,2024-02-12T00:00:00,9,43,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
424,.1~425,425,D3,03,03,03/03,2024-02-12T00:00:00,9,43,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.71,EUR
425,.1~426,426,D3,03,03,03/03,2024-02-12T00:00:00,9,43,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.18,EUR
426,.1~427,427,D3,03,03,03/03,2024-02-12T00:00:00,9,43,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,4.75,EUR
427,.1~428,428,D3,03,03,03/03,2024-02-12T00:00:00,9,43,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.48,EUR
428,.1~429,429,D3,03,03,03/03,2024-02-12T00:00:00,9,43,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.79,EUR
429,.1~430,430,D3,03,03,03/03,2024-02-12T00:00:00,9,43,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.66,EUR
430,.1~431,431,D3,03,04,03/04,2024-02-13T00:00:00,9,44,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
431,.1~432,432,D3,03,04,03/04,2024-02-13T00:00:00,9,44,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
432,.1~433,433,D3,03,04,03/04,2024-02-13T00:00:00,9,44,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
433,.1~434,434,D3,03,04,03/04,2024-02-13T00:00:00,9,44,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
434,.1~435,435,D3,03,04,03/04,2024-02-13T00:00:00,9,44,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.71,EUR
435,.1~436,436,D3,03,04,03/04,2024-02-13T00:00:00,9,44,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.18,EUR
436,.1~437,437,D3,03,04,03/04,2024-02-13T00:00:00,9,44,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,4.75,EUR
437,.1~438,438,D3,03,04,03/04,2024-02-13T00:00:00,9,44,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.48,EUR
438,.1~439,439,D3,03,04,03/04,2024-02-13T00:00:00,9,44,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.79,EUR
439,.1~440,440,D3,03,04,03/04,2024-02-13T00:00:00,9,44,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.66,EUR
440,.1~441,441,D3,03,05,03/05,2024-02-14T00:00:00,9,45,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
441,.1~442,442,D3,03,05,03/05,2024-02-14T00:00:00,9,45,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
442,.1~443,443,D3,03,05,03/05,2024-02-14T00:00:00,9,45,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
443,.1~444,444,D3,03,05,03/05,2024-02-14T00:00:00,9,45,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
444,.1~445,445,D3,03,05,03/05,2024-02-14T00:00:00,9,45,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.71,EUR
445,.1~446,446,D3,03,05,03/05,2024-02-14T00:00:00,9,45,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.18,EUR
446,.1~447,447,D3,03,05,03/05,2024-02-14T00:00:00,9,45,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,4.75,EUR
447,.1~448,448,D3,03,05,03/05,2024-02-14T00:00:00,9,45,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.48,EUR
448,.1~449,449,D3,03,05,03/05,2024-02-14T00:00:00,9,45,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.79,EUR
449,.1~450,450,D3,03,05,03/05,2024-02-14T00:00:00,9,45,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.66,EUR
450,.1~451,451,D3,03,06,03/06,2024-02-15T00:00:00,10,46,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
451,.1~452,452,D3,03,06,03/06,2024-02-15T00:00:00,10,46,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
452,.1~453,453,D3,03,06,03/06,2024-02-15T00:00:00,10,46,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
453,.1~454,454,D3,03,06,03/06,2024-02-15T00:00:00,10,46,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
454,.1~455,455,D3,03,06,03/06,2024-02-15T00:00:00,10,46,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.66,EUR
455,.1~456,456,D3,03,06,03/06,2024-02-15T00:00:00,10,46,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.20,EUR
456,.1~457,457,D3,03,06,03/06,2024-02-15T00:00:00,10,46,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,4.92,EUR
457,.1~458,458,D3,03,06,03/06,2024-02-15T00:00:00,10,46,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.43,EUR
458,.1~459,459,D3,03,06,03/06,2024-02-15T00:00:00,10,46,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.80,EUR
459,.1~460,460,D3,03,06,03/06,2024-02-15T00:00:00,10,46,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.63,EUR
460,.1~461,461,D3,03,07,03/07,2024-02-16T00:00:00,10,47,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
461,.1~462,462,D3,03,07,03/07,2024-02-16T00:00:00,10,47,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
462,.1~463,463,D3,03,07,03/07,2024-02-16T00:00:00,10,47,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
463,.1~464,464,D3,03,07,03/07,2024-02-16T00:00:00,10,47,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
464,.1~465,465,D3,03,07,03/07,2024-02-16T00:00:00,10,47,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.66,EUR
465,.1~466,466,D3,03,07,03/07,2024-02-16T00:00:00,10,47,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.20,EUR
466,.1~467,467,D3,03,07,03/07,2024-02-16T00:00:00,10,47,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,4.92,EUR
467,.1~468,468,D3,03,07,03/07,2024-02-16T00:00:00,10,47,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.43,EUR
468,.1~469,469,D3,03,07,03/07,2024-02-16T00:00:00,10,47,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.80,EUR
469,.1~470,470,D3,03,07,03/07,2024-02-16T00:00:00,10,47,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.63,EUR
470,.1~471,471,D3,03,08,03/08,2024-02-17T00:00:00,10,48,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
471,.1~472,472,D3,03,08,03/08,2024-02-17T00:00:00,10,48,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
472,.1~473,473,D3,03,08,03/08,2024-02-17T00:00:00,10,48,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
473,.1~474,474,D3,03,08,03/08,2024-02-17T00:00:00,10,48,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
474,.1~475,475,D3,03,08,03/08,2024-02-17T00:00:00,10,48,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.66,EUR
475,.1~476,476,D3,03,08,03/08,2024-02-17T00:00:00,10,48,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.20,EUR
476,.1~477,477,D3,03,08,03/08,2024-02-17T00:00:00,10,48,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,4.92,EUR
477,.1~478,478,D3,03,08,03/08,2024-02-17T00:00:00,10,48,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.43,EUR
478,.1~479,479,D3,03,08,03/08,2024-02-17T00:00:00,10,48,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.80,EUR
479,.1~480,480,D3,03,08,03/08,2024-02-17T00:00:00,10,48,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.63,EUR
480,.1~481,481,D3,03,09,03/09,2024-02-18T00:00:00,10,49,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
481,.1~482,482,D3,03,09,03/09,2024-02-18T00:00:00,10,49,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
482,.1~483,483,D3,03,09,03/09,2024-02-18T00:00:00,10,49,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
483,.1~484,484,D3,03,09,03/09,2024-02-18T00:00:00,10,49,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
484,.1~485,485,D3,03,09,03/09,2024-02-18T00:00:00,10,49,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.66,EUR
485,.1~486,486,D3,03,09,03/09,2024-02-18T00:00:00,10,49,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.20,EUR
486,.1~487,487,D3,03,09,03/09,2024-02-18T00:00:00,10,49,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,4.92,EUR
487,.1~488,488,D3,03,09,03/09,2024-02-18T00:00:00,10,49,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.43,EUR
488,.1~489,489,D3,03,09,03/09,2024-02-18T00:00:00,10,49,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.80,EUR
489,.1~490,490,D3,03,09,03/09,2024-02-18T00:00:00,10,49,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.63,EUR
490,.1~491,491,D3,03,10,03/10,2024-02-19T00:00:00,10,50,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
491,.1~492,492,D3,03,10,03/10,2024-02-19T00:00:00,10,50,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
492,.1~493,493,D3,03,10,03/10,2024-02-19T00:00:00,10,50,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
493,.1~494,494,D3,03,10,03/10,2024-02-19T00:00:00,10,50,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
494,.1~495,495,D3,03,10,03/10,2024-02-19T00:00:00,10,50,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.66,EUR
495,.1~496,496,D3,03,10,03/10,2024-02-19T00:00:00,10,50,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.20,EUR
496,.1~497,497,D3,03,10,03/10,2024-02-19T00:00:00,10,50,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,4.92,EUR
497,.1~498,498,D3,03,10,03/10,2024-02-19T00:00:00,10,50,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.43,EUR
498,.1~499,499,D3,03,10,03/10,2024-02-19T00:00:00,10,50,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.80,EUR
499,.1~500,500,D3,03,10,03/10,2024-02-19T00:00:00,10,50,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.63,EUR
500,.1~501,501,D3,03,11,03/11,2024-02-20T00:00:00,11,51,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
501,.1~502,502,D3,03,11,03/11,2024-02-20T00:00:00,11,51,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
502,.1~503,503,D3,03,11,03/11,2024-02-20T00:00:00,11,51,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
503,.1~504,504,D3,03,11,03/11,2024-02-20T00:00:00,11,51,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
504,.1~505,505,D3,03,11,03/11,2024-02-20T00:00:00,11,51,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.63,EUR
505,.1~506,506,D3,03,11,03/11,2024-02-20T00:00:00,11,51,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.22,EUR
506,.1~507,507,D3,03,11,03/11,2024-02-20T00:00:00,11,51,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.07,EUR
507,.1~508,508,D3,03,11,03/11,2024-02-20T00:00:00,11,51,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.38,EUR
508,.1~509,509,D3,03,11,03/11,2024-02-20T00:00:00,11,51,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.89,EUR
509,.1~510,510,D3,03,11,03/11,2024-02-20T00:00:00,11,51,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.60,EUR
510,.1~511,511,D3,03,12,03/12,2024-02-21T00:00:00,11,52,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
511,.1~512,512,D3,03,12,03/12,2024-02-21T00:00:00,11,52,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
512,.1~513,513,D3,03,12,03/12,2024-02-21T00:00:00,11,52,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
513,.1~514,514,D3,03,12,03/12,2024-02-21T00:00:00,11,52,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
514,.1~515,515,D3,03,12,03/12,2024-02-21T00:00:00,11,52,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.63,EUR
515,.1~516,516,D3,03,12,03/12,2024-02-21T00:00:00,11,52,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.22,EUR
516,.1~517,517,D3,03,12,03/12,2024-02-21T00:00:00,11,52,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.07,EUR
517,.1~518,518,D3,03,12,03/12,2024-02-21T00:00:00,11,52,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.38,EUR
518,.1~519,519,D3,03,12,03/12,2024-02-21T00:00:00,11,52,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.89,EUR
519,.1~520,520,D3,03,12,03/12,2024-02-21T00:00:00,11,52,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.60,EUR
520,.1~521,521,D3,03,13,03/13,2024-02-22T00:00:00,11,53,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
521,.1~522,522,D3,03,13,03/13,2024-02-22T00:00:00,11,53,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
522,.1~523,523,D3,03,13,03/13,2024-02-22T00:00:00,11,53,DD-P03,Small Box (500g),Raw materials,V02,Continental Printing Co.,0.21,EUR
523,.1~524,524,D3,03,13,03/13,2024-02-22T00:00:00,11,53,DD-P04,Small Bag (500g),Raw materials,V02,Continental Printing Co.,0.09,EUR
524,.1~525,525,D3,03,13,03/13,2024-02-22T00:00:00,11,53,DD-R01,Nuts,Raw materials,V01,Foodbroker Inc.,1.63,EUR
525,.1~526,526,D3,03,13,03/13,2024-02-22T00:00:00,11,53,DD-R02,Blueberries,Raw materials,V01,Foodbroker Inc.,4.22,EUR
526,.1~527,527,D3,03,13,03/13,2024-02-22T00:00:00,11,53,DD-R03,Strawberries,Raw materials,V01,Foodbroker Inc.,5.07,EUR
527,.1~528,528,D3,03,13,03/13,2024-02-22T00:00:00,11,53,DD-R04,Raisins,Raw materials,V01,Foodbroker Inc.,1.38,EUR
528,.1~529,529,D3,03,13,03/13,2024-02-22T00:00:00,11,53,DD-R05,Wheat,Raw materials,V01,Foodbroker Inc.,0.89,EUR
529,.1~530,530,D3,03,13,03/13,2024-02-22T00:00:00,11,53,DD-R06,Oats,Raw materials,V01,Foodbroker Inc.,0.60,EUR
530,.1~531,531,D3,03,14,03/14,2024-02-23T00:00:00,11,54,DD-P01,Large Box (1kg),Raw materials,V02,Continental Printing Co.,0.28,EUR
531,.1~532,532,D3,03,14,03/14,2024-02-23T00:00:00,11,54,DD-P02,Large Bag (1kg),Raw materials,V02,Continental Printing Co.,0.12,EUR
